"ID","Reef","lat","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"09-629","U/N Reef",-9.8,0,0.5,2.2,1.2,0,0,0,0.6,1.4,0,0,0,0,0,0,0,0,3.8,2.6,0,3.5,0,2.4,2.4,1.3,2.8,0.6,1.1,3.7,6.3,3.4,0.2,1,0,0.2,4.1,1.6,1.5,0.6,0.8,0.5,1.2,2.3,3.3,4.3
"09-630","U/N Reef",-9.8,0,0.5,2.2,1.2,0,0,0,0.6,1.4,0,0,0,0,0,0,0,0,3.8,2.6,0,3.5,0,2.4,2.4,1.3,2.8,0.6,1.1,3.7,6.3,3.4,0.2,1,0,0.2,4.1,1.6,1.5,0.6,0.8,0.5,1.2,2.3,3.3,4.3
"09-631","U/N Reef",-9.8,0,0.5,2.2,1.2,0,0,0,0.6,1.4,0,0,0,0,0,0,0,0,3.8,2.6,0,3.5,0,2.4,2.4,1.3,2.8,0.6,1.1,3.7,6.3,3.4,0.2,1,0,0.2,4.1,1.6,1.5,0.6,0.8,0.5,1.2,2.3,3.3,4.3
"09-632","U/N Reef",-9.8,0,0.5,2.2,1.2,0,0,0,0.6,1.4,0,0,0,0,0,0,0,0,3.8,2.6,0,3.5,0,2.4,2.4,1.3,2.8,0.6,1.1,3.7,6.3,3.4,0.2,1,0,0.2,4.1,1.6,1.5,0.6,0.8,0.5,1.2,2.3,3.3,4.3
"09-634","U/N Reef",-10,0,0.5,1.8,1.6,0,0.1,0,0,0.5,0.1,0,0,0,0,0,0,0,1.9,2.1,0,2.8,0,1,1,0.6,0.6,0,0,0.9,3.3,0.1,0,0.1,0,0,1.4,0.1,0,0,0,0.2,0.5,0,0,0.8
"09-635","U/N Reef",-10,0,0.5,1.8,1.6,0,0.1,0,0,0.5,0.1,0,0,0,0,0,0,0,1.9,2.1,0,2.8,0,1,1,0.6,0.6,0,0,0.9,3.3,0.1,0,0.1,0,0,1.4,0.1,0,0,0,0.2,0.5,0,0,0.8
"09-636","U/N Reef",-10,0,0.4,1.8,1.5,0,0,0,0.2,0.7,0,0,0,0,0,0,0,0,2.7,2.1,0,2.7,0,1.3,1.3,0.8,1,0.2,0.5,2.7,4.8,1.1,0.3,0.7,0,0.1,3.7,1,0.5,0.4,0.8,1.1,2.2,1,1.9,4.4
"09-637","U/N Reef",-10,0,0.4,1.8,1.5,0,0,0,0.3,0.8,0,0,0,0,0,0,0,0,3.1,2.1,0,2.7,0,1.4,1.5,0.8,1.2,0.3,0.8,3.5,5.6,1.6,0.4,1,0,0.1,4.8,1.5,0.8,0.6,1.1,1.5,3,1.5,2.7,6.1
"09-638","U/N Reef",-10,0,0.4,1.8,1.5,0,0,0,0.3,0.8,0,0,0,0,0,0,0,0,3.1,2.1,0,2.7,0,1.4,1.5,0.8,1.2,0.3,0.8,3.5,5.6,1.6,0.4,1,0,0.1,4.8,1.5,0.8,0.6,1.1,1.5,3,1.5,2.7,6.1
"09-639","U/N Reef",-10,0,0.4,1.8,1.5,0,0,0,0.3,0.8,0,0,0,0,0,0,0,0,3.1,2.1,0,2.7,0,1.4,1.5,0.8,1.2,0.3,0.8,3.5,5.6,1.6,0.4,1,0,0.1,4.8,1.5,0.8,0.6,1.1,1.5,3,1.5,2.7,6.1
"09-640","U/N Reef",-10,0,0.4,1.8,1.5,0,0,0,0.3,0.8,0,0,0,0,0,0,0,0,3.1,2.1,0,2.7,0,1.4,1.5,0.8,1.2,0.3,0.8,3.5,5.6,1.6,0.4,1,0,0.1,4.8,1.5,0.8,0.6,1.1,1.5,3,1.5,2.7,6.1
"09-641","U/N Reef",-10,0,0.4,1.8,1.5,0,0,0,0.3,0.8,0,0,0,0,0,0,0,0,3.1,2.1,0,2.7,0,1.4,1.5,0.8,1.2,0.3,0.8,3.5,5.6,1.6,0.4,1,0,0.1,4.8,1.5,0.8,0.6,1.1,1.5,3,1.5,2.7,6.1
"09-642","U/N Reef",-9.9,0,0.4,1.8,1.5,0,0,0,0.3,0.8,0,0,0,0,0,0,0,0,3.1,2.1,0,2.7,0,1.4,1.5,0.8,1.2,0.3,0.8,3.5,5.6,1.6,0.4,1,0,0.1,4.8,1.5,0.8,0.6,1.1,1.5,3,1.5,2.7,6.1
"09-643","U/N Reef",-9.9,0,0.4,1.8,1.5,0,0,0,0.3,0.8,0,0,0,0,0,0,0,0,3.1,2.1,0,2.7,0,1.4,1.5,0.8,1.2,0.3,0.8,3.5,5.6,1.6,0.4,1,0,0.1,4.8,1.5,0.8,0.6,1.1,1.5,3,1.5,2.7,6.1
"09-644","U/N Reef",-9.9,0,0.4,1.8,1.5,0,0,0,0.3,0.8,0,0,0,0,0,0,0,0,3.1,2.1,0,2.7,0,1.4,1.5,0.8,1.2,0.3,0.8,3.5,5.6,1.6,0.4,1,0,0.1,4.8,1.5,0.8,0.6,1.1,1.5,3,1.5,2.7,6.1
"09-645","U/N Reef",-9.9,0,0.4,1.8,1.5,0,0,0,0.3,0.8,0,0,0,0,0,0,0,0,3.1,2.1,0,2.7,0,1.4,1.5,0.8,1.2,0.3,0.8,3.5,5.6,1.6,0.4,1,0,0.1,4.8,1.5,0.8,0.6,1.1,1.5,3,1.5,2.7,6.1
"09-646","U/N Reef",-9.9,0,0.4,1.8,1.5,0,0,0,0.3,0.8,0,0,0,0,0,0,0,0,3.1,2.1,0,2.7,0,1.4,1.5,0.8,1.2,0.3,0.8,3.5,5.6,1.6,0.4,1,0,0.1,4.8,1.5,0.8,0.6,1.1,1.5,3,1.5,2.7,6.1
"09-647","U/N Reef",-9.9,0,0.4,1.8,1.5,0,0,0,0.3,0.8,0,0,0,0,0,0,0,0,3.1,2.1,0,2.7,0,1.4,1.5,0.8,1.2,0.3,0.8,3.5,5.6,1.6,0.4,1,0,0.1,4.8,1.5,0.8,0.6,1.1,1.5,3,1.5,2.7,6.1
"09-648","U/N Reef",-9.9,0,0.4,1.8,1.5,0,0,0,0.3,0.8,0,0,0,0,0,0,0,0,3.1,2.1,0,2.7,0,1.4,1.5,0.8,1.2,0.3,0.8,3.5,5.6,1.6,0.4,1,0,0.1,4.8,1.5,0.8,0.6,1.1,1.5,3,1.5,2.7,6.1
"09-649","U/N Reef",-9.9,0,0.4,1.8,1.5,0,0,0,0.3,0.8,0,0,0,0,0,0,0,0,3.1,2.1,0,2.7,0,1.4,1.5,0.8,1.2,0.3,0.8,3.5,5.6,1.6,0.4,1,0,0.1,4.8,1.5,0.8,0.6,1.1,1.5,3,1.5,2.7,6.1
"09-650","U/N Reef",-9.9,0,0.4,1.8,1.5,0,0,0,0.3,0.8,0,0,0,0,0,0,0,0,3.1,2.1,0,2.7,0,1.4,1.5,0.8,1.2,0.3,0.8,3.5,5.6,1.6,0.4,1,0,0.1,4.8,1.5,0.8,0.6,1.1,1.5,3,1.5,2.7,6.1
"09-651","U/N Reef",-9.9,0,0.4,1.8,1.5,0,0,0,0.3,0.8,0,0,0,0,0,0,0,0,3.1,2.1,0,2.7,0,1.4,1.5,0.8,1.2,0.3,0.8,3.5,5.6,1.6,0.4,1,0,0.1,4.8,1.5,0.8,0.6,1.1,1.5,3,1.5,2.7,6.1
"09-652","U/N Reef",-9.9,0,0.4,1.8,1.5,0,0,0,0.3,0.8,0,0,0,0,0,0,0,0,3.1,2.1,0,2.7,0,1.4,1.5,0.8,1.2,0.3,0.8,3.5,5.6,1.6,0.4,1,0,0.1,4.8,1.5,0.8,0.6,1.1,1.5,3,1.5,2.7,6.1
"10-062","Iul (Tree) Island Reef",-10.1,0,0.5,3.3,0.7,0.5,1.5,1.3,1,1,0,0,0.1,0,0,0.6,0.6,0.3,3.9,0.7,0.6,0.8,1.9,3.8,0.6,2.6,3.1,0.8,3,3.3,5.5,4.5,0.7,1.6,1.2,1.2,9.3,2.9,5.9,6.3,8.7,4.8,5.9,5.9,5.3,7.6
"10-064","West Rocks",-10.1,0,0.5,3.3,0.7,0.5,1.5,1.3,1,1,0,0,0.1,0,0,0.6,0.6,0.3,3.9,0.7,0.6,0.8,1.9,3.8,0.6,2.6,3.1,0.8,3,3.3,5.5,4.5,0.7,1.6,1.2,1.2,9.3,2.9,5.9,6.3,8.7,4.8,5.9,5.9,5.3,7.6
"10-065","U/N Reef",-10.1,0,0.5,3.3,0.7,0.5,1.5,1.3,1,1,0,0,0.1,0,0,0.6,0.6,0.3,3.9,0.7,0.6,0.8,1.9,3.8,0.6,2.6,3.1,0.8,3,3.3,5.5,4.5,0.7,1.6,1.2,1.2,9.3,2.9,5.9,6.3,8.7,4.8,5.9,5.9,5.3,7.6
"10-069","U/N Reef",-10.1,0,0.5,3.3,0.7,0.5,1.5,1.3,1,1,0,0,0.1,0,0,0.6,0.6,0.3,3.9,0.7,0.6,0.8,1.9,3.8,0.6,2.6,3.1,0.8,3,3.3,5.5,4.5,0.7,1.6,1.2,1.2,9.3,2.9,5.9,6.3,8.7,4.8,5.9,5.9,5.3,7.6
"10-070","U/N Reef",-10.2,0,0.5,3.5,0.9,0.6,1.7,1.3,1.3,1.3,0.3,0,0.3,0,0,1,1,0,3.4,0.8,0.5,0.9,2.5,4.8,1.1,2.9,3.8,0.7,3,3,6.9,5,0.9,2.1,1.1,1.4,10.1,2.8,5.7,6.4,10,5.4,5.4,4.8,5.5,9.7
"10-072","Round Islet Reef",-10.1,0,0.5,3.3,0.7,0.5,1.5,1.3,1,1,0,0,0.1,0,0,0.6,0.6,0.3,3.9,0.7,0.6,0.8,1.9,3.8,0.6,2.6,3.1,0.8,3,3.3,5.5,4.5,0.7,1.6,1.2,1.2,9.3,2.9,5.9,6.3,8.7,4.8,5.9,5.9,5.3,7.6
"10-074","U/N Reef",-10.1,0,0.5,3.3,0.7,0.5,1.5,1.3,1,1,0,0,0.1,0,0,0.6,0.6,0.3,3.9,0.7,0.6,0.8,1.9,3.8,0.6,2.6,3.1,0.8,3,3.3,5.5,4.5,0.7,1.6,1.2,1.2,9.3,2.9,5.9,6.3,8.7,4.8,5.9,5.9,5.3,7.6
"10-076","U/N Reef",-10.2,0,0.5,3.5,0.9,0.6,1.7,1.3,1.3,1.3,0.3,0,0.3,0,0,1,1,0,3.4,0.8,0.5,0.9,2.5,4.8,1.1,2.9,3.8,0.7,3,3,6.9,5,0.9,2.1,1.1,1.4,10.1,2.8,5.7,6.4,10,5.4,5.4,4.8,5.5,9.7
"10-079","U/N Reef",-10,0,0.5,3.3,0.7,0.5,1.5,1.3,1,1,0,0,0.1,0,0,0.6,0.6,0.3,3.9,0.7,0.6,0.8,1.9,3.8,0.6,2.6,3.1,0.8,3,3.3,5.5,4.5,0.7,1.6,1.2,1.2,9.3,2.9,5.9,6.3,8.7,4.8,5.9,5.9,5.3,7.6
"10-083","U/N Reef",-10.1,0,0.5,3.3,0.7,0.5,1.5,1.3,1,1,0,0,0.1,0,0,0.6,0.6,0.3,3.9,0.7,0.6,0.8,1.9,3.8,0.6,2.6,3.1,0.8,3,3.3,5.5,4.5,0.7,1.6,1.2,1.2,9.3,2.9,5.9,6.3,8.7,4.8,5.9,5.9,5.3,7.6
"10-085","U/N Reef",-10,0,0.5,3.3,0.7,0.5,1.5,1.3,1,1,0,0,0.1,0,0,0.6,0.6,0.3,3.9,0.7,0.6,0.8,1.9,3.8,0.6,2.6,3.1,0.8,3,3.3,5.5,4.5,0.7,1.6,1.2,1.2,9.3,2.9,5.9,6.3,8.7,4.8,5.9,5.9,5.3,7.6
"10-086","U/N Reef",-10.2,0,0.5,3.5,0.9,0.6,1.7,1.3,1.3,1.3,0.3,0,0.3,0,0,1,1,0,3.4,0.8,0.5,0.9,2.5,4.8,1.1,2.9,3.8,0.7,3,3,6.9,5,0.9,2.1,1.1,1.4,10.1,2.8,5.7,6.4,10,5.4,5.4,4.8,5.5,9.7
"10-088","U/N Reef",-10,0,0.4,3.3,0.9,0.4,1.4,1.3,0.9,0.9,0.2,0,0.3,0,0,0.7,0.7,0.1,3.5,0.7,0.5,0.6,1.8,4,0.2,2.5,3.1,0.8,3.5,4,4.9,4.3,0.7,1.3,1.3,1.3,9.1,3,6,6.7,8.7,4.8,5.4,5.4,5.4,7.3
"10-089","U/N Reef",-10,0,0.4,3.3,0.9,0.4,1.4,1.3,0.8,0.8,0.2,0,0.3,0,0,0.7,0.7,0.1,3.4,0.7,0.5,0.6,1.8,4.1,0.2,2.5,3.1,0.8,3.5,4.1,4.9,4.2,0.7,1.2,1.3,1.3,9.1,3,6,6.7,8.7,4.8,5.3,5.3,5.4,7.3
"10-090","U/N Reef",-10.2,0,0.5,3.4,1,0.6,1.7,1.3,1.2,1.2,1.1,0,0.5,0,0,1.1,1.1,0,3,0.5,0.5,0.8,2.2,5.1,1.1,2.8,3.7,0.8,3.7,4.6,6.1,4.7,1,1.6,1.1,1.4,10.2,2.7,6.4,7.2,9.7,5.4,5.4,4.2,5.2,9.5
"10-091","U/N Reef",-10.1,0,0.3,3.3,0.9,0.3,1.3,1.3,0.7,0.7,0.3,0,0.5,0,0,0.8,0.8,0,3.2,0.7,0.5,0.5,1.7,4.2,0,2.4,3.1,0.8,3.8,4.5,4.5,4.1,0.7,1.1,1.3,1.3,9,3.1,6.1,7,8.7,4.8,5,5,5.4,7.2
"10-092","U/N Reef",-10.1,0,0.3,3.3,0.9,0.3,1.3,1.3,0.7,0.7,0.3,0,0.5,0,0,0.8,0.8,0,3.2,0.7,0.5,0.5,1.7,4.2,0,2.4,3.1,0.8,3.8,4.5,4.5,4.1,0.7,1.1,1.3,1.3,9,3.1,6.1,7,8.7,4.8,5,5,5.4,7.2
"10-094","U/N Reef",-10.1,0,0.3,3.3,0.9,0.3,1.3,1.3,0.7,0.7,0.3,0,0.5,0,0,0.8,0.8,0,3.2,0.7,0.5,0.5,1.7,4.2,0,2.4,3.1,0.8,3.8,4.5,4.5,4.1,0.7,1.1,1.3,1.3,9,3.1,6.1,7,8.7,4.8,5,5,5.4,7.2
"10-095","South Island Reef",-10,0,0.3,3.3,0.9,0.3,1.3,1.3,0.7,0.7,0.3,0,0.5,0,0,0.8,0.8,0,3.2,0.7,0.5,0.5,1.7,4.2,0,2.4,3.1,0.8,3.8,4.5,4.5,4.1,0.7,1.1,1.3,1.3,9,3.1,6.1,7,8.7,4.8,5,5,5.4,7.2
"10-097","U/N Reef",-10.1,0,0.3,3.3,0.9,0.3,1.3,1.3,0.7,0.7,0.3,0,0.5,0,0,0.8,0.8,0,3.2,0.7,0.5,0.5,1.7,4.2,0,2.4,3.1,0.8,3.8,4.5,4.5,4.1,0.7,1.1,1.3,1.3,9,3.1,6.1,7,8.7,4.8,5,5,5.4,7.2
"10-098","U/N Reef",-10.1,0,0.3,3.3,0.9,0.3,1.3,1.3,0.7,0.7,0.3,0,0.5,0,0,0.8,0.8,0,3.2,0.7,0.5,0.5,1.7,4.2,0,2.4,3.1,0.8,3.8,4.5,4.5,4.1,0.7,1.1,1.3,1.3,9,3.1,6.1,7,8.7,4.8,5,5,5.4,7.2
"10-099","U/N Reef",-10.1,0,0.3,3.3,0.9,0.3,1.3,1.3,0.7,0.7,0.3,0,0.5,0,0,0.8,0.8,0,3.2,0.7,0.5,0.5,1.7,4.2,0,2.4,3.1,0.8,3.8,4.5,4.5,4.1,0.7,1.1,1.3,1.3,9,3.1,6.1,7,8.7,4.8,5,5,5.4,7.2
"10-100","U/N Reef",-10.1,0,0.3,3.3,0.9,0.3,1.3,1.3,0.7,0.7,0.3,0,0.5,0,0,0.8,0.8,0,3.2,0.7,0.5,0.5,1.7,4.2,0,2.4,3.1,0.8,3.8,4.5,4.5,4.1,0.7,1.1,1.3,1.3,9,3.1,6.1,7,8.7,4.8,5,5,5.4,7.2
"10-101","U/N Reef",-10.2,0,0.5,3.3,1,0.6,1.7,1.3,1.2,1.2,1.2,0,0.5,0,0,1.2,1.2,0,3,0.5,0.5,0.8,2.2,5.1,1.1,2.8,3.6,0.8,3.8,4.7,6.1,4.6,1,1.6,1.1,1.4,10.2,2.7,6.4,7.2,9.7,5.4,5.4,4.1,5.2,9.5
"10-105","U/N Reef",-10.1,0,0.3,3.3,0.9,0.3,1.3,1.3,0.7,0.7,0.3,0,0.5,0,0,0.8,0.8,0,3.2,0.7,0.5,0.5,1.7,4.2,0,2.4,3.1,0.8,3.8,4.5,4.5,4.1,0.7,1.1,1.3,1.3,9,3.1,6.1,7,8.7,4.8,5,5,5.4,7.2
"10-108","Castle (Bakilai) Island Reef",-10,0,0.3,3.3,0.9,0.3,1.3,1.3,0.7,0.7,0.3,0,0.5,0,0,0.8,0.8,0,3.2,0.7,0.5,0.5,1.7,4.2,0,2.4,3.1,0.8,3.8,4.5,4.5,4.1,0.7,1.1,1.3,1.3,9,3.1,6.1,7,8.7,4.8,5,5,5.4,7.2
"10-110","U/N Reef",-10.2,0,0.5,3.3,1,0.6,1.7,1.3,1.2,1.2,1.2,0,0.5,0,0,1.2,1.2,0,3,0.5,0.5,0.8,2.2,5.1,1.1,2.8,3.6,0.8,3.8,4.7,6.1,4.6,1,1.6,1.1,1.4,10.2,2.7,6.4,7.2,9.7,5.4,5.4,4.1,5.2,9.5
"10-112","U/N Reef",-10.1,0,0.3,3.3,0.9,0.3,1.3,1.3,0.7,0.7,0.3,0,0.5,0,0,0.8,0.8,0,3.2,0.7,0.5,0.5,1.7,4.2,0,2.4,3.1,0.8,3.8,4.5,4.5,4.1,0.7,1.1,1.3,1.3,9,3.1,6.1,7,8.7,4.8,5,5,5.4,7.2
"10-114","U/N Reef",-10.2,0,0.5,3.3,1,0.6,1.7,1.3,1.2,1.2,1.2,0,0.5,0,0,1.2,1.2,0,3,0.5,0.5,0.8,2.2,5.1,1.1,2.8,3.6,0.8,3.8,4.7,6.1,4.6,1,1.6,1.1,1.4,10.2,2.7,6.4,7.2,9.7,5.4,5.4,4.1,5.2,9.5
"10-115","U/N Reef",-10,0,0.3,3.3,0.9,0.3,1.3,1.3,0.7,0.7,0.3,0,0.5,0,0,0.8,0.8,0,3.2,0.7,0.5,0.5,1.7,4.2,0,2.4,3.1,0.8,3.8,4.5,4.5,4.1,0.7,1.1,1.3,1.3,9,3.1,6.1,7,8.7,4.8,5,5,5.4,7.2
"10-116","U/N Reef",-10.1,0,0.3,3.3,0.9,0.3,1.3,1.3,0.7,0.7,0.3,0,0.5,0,0,0.8,0.8,0,3.2,0.7,0.5,0.5,1.7,4.2,0,2.4,3.1,0.8,3.8,4.5,4.5,4.1,0.7,1.1,1.3,1.3,9,3.1,6.1,7,8.7,4.8,5,5,5.4,7.2
"10-119","U/N Reef",-10.2,0,0.5,3.3,1,0.6,1.7,1.3,1.2,1.2,1.2,0,0.5,0,0,1.2,1.2,0,3,0.5,0.5,0.8,2.2,5.1,1.1,2.8,3.6,0.8,3.8,4.7,6.1,4.6,1,1.6,1.1,1.4,10.2,2.7,6.4,7.2,9.7,5.4,5.4,4.1,5.2,9.5
"10-120","U/N Reef",-10.2,0,0.5,3.3,1,0.6,1.7,1.3,1.2,1.2,1.2,0,0.5,0,0,1.2,1.2,0,3,0.5,0.5,0.8,2.2,5.1,1.1,2.8,3.6,0.8,3.8,4.7,6.1,4.6,1,1.6,1.1,1.4,10.2,2.7,6.4,7.2,9.7,5.4,5.4,4.1,5.2,9.5
"10-121","U/N Reef",-10.2,0,0.5,3.3,1,0.6,1.7,1.3,1.2,1.2,1.2,0,0.5,0,0,1.2,1.2,0,3,0.5,0.5,0.8,2.2,5.1,1.1,2.8,3.6,0.8,3.8,4.7,6.1,4.6,1,1.6,1.1,1.4,10.2,2.7,6.4,7.2,9.7,5.4,5.4,4.1,5.2,9.5
"10-123","U/N Reef",-10.2,0,0.5,3.3,1,0.6,1.7,1.3,1.2,1.2,1.2,0,0.5,0,0,1.2,1.2,0,3,0.5,0.5,0.8,2.2,5.1,1.1,2.8,3.6,0.8,3.8,4.7,6.1,4.6,1,1.6,1.1,1.4,10.2,2.7,6.4,7.2,9.7,5.4,5.4,4.1,5.2,9.5
"10-125","U/N Reef",-10.2,0,0.5,3.3,1,0.6,1.7,1.3,1.2,1.2,1.2,0,0.5,0,0,1.2,1.2,0,3,0.5,0.5,0.8,2.2,5.1,1.1,2.8,3.6,0.8,3.8,4.7,6.1,4.6,1,1.6,1.1,1.4,10.2,2.7,6.4,7.2,9.7,5.4,5.4,4.1,5.2,9.5
"10-135","Black (Kapril) Rock",-10.1,0,0.3,3.3,0.9,0.3,1.3,1.3,0.7,0.7,0.3,0,0.5,0,0,0.8,0.8,0,3.2,0.7,0.5,0.5,1.7,4.2,0,2.4,3.1,0.8,3.8,4.5,4.5,4.1,0.7,1.1,1.3,1.3,9,3.1,6.1,7,8.7,4.8,5,5,5.4,7.2
"10-136","Bond (Sarbi) Island Reef",-10.1,0,0.3,3.3,0.9,0.3,1.3,1.3,0.7,0.7,0.3,0,0.5,0,0,0.8,0.8,0,3.2,0.7,0.5,0.5,1.7,4.2,0,2.4,3.1,0.8,3.8,4.5,4.5,4.1,0.7,1.1,1.3,1.3,9,3.1,6.1,7,8.7,4.8,5,5,5.4,7.2
"10-137","U/N Reef",-10.1,0,0.3,3.3,0.9,0.3,1.3,1.3,0.7,0.7,0.3,0,0.5,0,0,0.8,0.8,0,3.2,0.7,0.5,0.5,1.7,4.2,0,2.4,3.1,0.8,3.8,4.5,4.5,4.1,0.7,1.1,1.3,1.3,9,3.1,6.1,7,8.7,4.8,5,5,5.4,7.2
"10-138","U/N Reef",-10.2,0,0.5,3.3,1,0.6,1.7,1.3,1.2,1.2,1.2,0,0.5,0,0,1.2,1.2,0,3,0.5,0.5,0.8,2.2,5.1,1.1,2.8,3.6,0.8,3.8,4.7,6.1,4.6,1,1.6,1.1,1.4,10.2,2.7,6.4,7.2,9.7,5.4,5.4,4.1,5.2,9.5
"10-145","North Possession (Iem Island Reef",-10.1,0,0.3,3.3,0.9,0.3,1.3,1.3,0.7,0.7,0.3,0,0.5,0,0,0.8,0.8,0,3.2,0.7,0.5,0.5,1.7,4.2,0,2.4,3.1,0.8,3.8,4.5,4.5,4.1,0.7,1.1,1.3,1.3,9,3.1,6.1,7,8.7,4.8,5,5,5.4,7.2
"10-146","Tobin (Zagarsum) Island Reef",-10.1,0,0.3,3.3,0.9,0.3,1.3,1.3,0.7,0.7,0.3,0,0.5,0,0,0.8,0.8,0,3.2,0.7,0.5,0.5,1.7,4.2,0,2.4,3.1,0.8,3.8,4.5,4.5,4.1,0.7,1.1,1.3,1.3,9,3.1,6.1,7,8.7,4.8,5,5,5.4,7.2
"10-148","Portlock (Kulbi) Island Reef",-10.2,0,0.3,3,1,0.3,1.3,1.2,0.7,0.7,0.2,0,0.3,0,0,0.7,0.7,0.1,3.2,0.8,0.4,0.7,1.6,3.7,0.2,2.2,2.8,0.7,3.2,3.8,4.6,3.8,0.6,1.1,1.2,1.2,8.4,2.7,5.4,6.1,7.8,4.4,4.8,4.7,4.9,6.6
"10-150","U/N Reef",-10,0,0.5,3.3,0.7,0.5,1.5,1.3,1,1,0,0,0.1,0,0,0.6,0.6,0.3,3.9,0.7,0.6,0.8,1.9,3.8,0.6,2.6,3.1,0.8,3,3.3,5.5,4.5,0.7,1.6,1.2,1.2,9.3,2.9,5.9,6.3,8.7,4.8,5.9,5.9,5.3,7.6
"10-151","U/N Reef",-10,0,0.5,3.3,0.7,0.5,1.5,1.3,1,1,0,0,0.1,0,0,0.6,0.6,0.3,3.9,0.7,0.6,0.8,1.9,3.8,0.6,2.6,3.1,0.8,3,3.3,5.5,4.5,0.7,1.6,1.2,1.2,9.3,2.9,5.9,6.3,8.7,4.8,5.9,5.9,5.3,7.6
"10-152","U/N Reef",-10,0,0.5,3.3,0.7,0.5,1.5,1.3,1,1,0,0,0.1,0,0,0.6,0.6,0.3,3.9,0.7,0.6,0.8,1.9,3.8,0.6,2.6,3.1,0.8,3,3.3,5.5,4.5,0.7,1.6,1.2,1.2,9.3,2.9,5.9,6.3,8.7,4.8,5.9,5.9,5.3,7.6
"10-153","U/N Reef",-10,0,0.5,3.3,0.7,0.5,1.5,1.3,1,1,0,0,0.1,0,0,0.6,0.6,0.3,3.9,0.7,0.6,0.8,1.9,3.8,0.6,2.6,3.1,0.8,3,3.3,5.5,4.5,0.7,1.6,1.2,1.2,9.3,2.9,5.9,6.3,8.7,4.8,5.9,5.9,5.3,7.6
"10-154","U/N Reef",-10,0,0.5,3.3,0.7,0.5,1.5,1.3,1,1,0,0,0.1,0,0,0.6,0.6,0.3,3.9,0.7,0.6,0.8,1.9,3.8,0.6,2.6,3.1,0.8,3,3.3,5.5,4.5,0.7,1.6,1.2,1.2,9.3,2.9,5.9,6.3,8.7,4.8,5.9,5.9,5.3,7.6
"10-155","U/N Reef",-10,0,0.5,3.3,0.7,0.5,1.5,1.3,1,1,0,0,0.1,0,0,0.6,0.6,0.3,3.9,0.7,0.6,0.8,1.9,3.8,0.6,2.6,3.1,0.8,3,3.3,5.5,4.5,0.7,1.6,1.2,1.2,9.3,2.9,5.9,6.3,8.7,4.8,5.9,5.9,5.3,7.6
"10-156","U/N Reef",-10,0,0.5,3.3,0.7,0.5,1.5,1.3,1,1,0,0,0.1,0,0,0.6,0.6,0.3,3.9,0.7,0.6,0.8,1.9,3.8,0.6,2.6,3.1,0.8,3,3.3,5.5,4.5,0.7,1.6,1.2,1.2,9.3,2.9,5.9,6.3,8.7,4.8,5.9,5.9,5.3,7.6
"10-159","U/N Reef",-10,0,0.5,3.3,0.7,0.5,1.5,1.3,1,1,0,0,0.1,0,0,0.6,0.6,0.3,3.9,0.7,0.6,0.8,1.9,3.8,0.6,2.6,3.1,0.8,3,3.3,5.5,4.5,0.7,1.6,1.2,1.2,9.3,2.9,5.9,6.3,8.7,4.8,5.9,5.9,5.3,7.6
"10-160","U/N Reef",-10,0,0.5,3.3,0.7,0.5,1.5,1.3,1,1,0,0,0.1,0,0,0.6,0.6,0.3,3.9,0.7,0.6,0.8,1.9,3.8,0.6,2.6,3.1,0.8,3,3.3,5.5,4.5,0.7,1.6,1.2,1.2,9.3,2.9,5.9,6.3,8.7,4.8,5.9,5.9,5.3,7.6
"10-164","North Patch",-10,0,0.3,3.3,0.9,0.3,1.3,1.3,0.7,0.7,0.3,0,0.5,0,0,0.8,0.8,0,3.2,0.7,0.5,0.5,1.7,4.2,0,2.4,3.1,0.8,3.8,4.5,4.5,4.1,0.7,1.1,1.3,1.3,9,3.1,6.1,7,8.7,4.8,5,5,5.4,7.2
"10-167","West Island (Ului) Reef",-10.4,0,0.5,3.5,0.9,0.6,1.7,1.3,1.3,1.3,0.3,0,0.3,0,0,1,1,0,3.4,0.8,0.5,0.9,2.5,4.8,1.1,2.9,3.8,0.7,3,3,6.9,5,0.9,2.1,1.1,1.4,10.1,2.8,5.7,6.4,10,5.4,5.4,4.8,5.5,9.7
"10-168","U/N Reef",-10.3,0,0.5,3.5,0.9,0.6,1.7,1.3,1.3,1.3,0.3,0,0.3,0,0,1,1,0,3.4,0.8,0.5,0.9,2.5,4.8,1.1,2.9,3.8,0.7,3,3,6.9,5,0.9,2.1,1.1,1.4,10.1,2.8,5.7,6.4,10,5.4,5.4,4.8,5.5,9.7
"10-169","U/N Reef",-10.3,0,0.5,3.5,0.9,0.6,1.7,1.3,1.3,1.3,0.3,0,0.3,0,0,1,1,0,3.4,0.8,0.5,0.9,2.5,4.8,1.1,2.9,3.8,0.7,3,3,6.9,5,0.9,2.1,1.1,1.4,10.1,2.8,5.7,6.4,10,5.4,5.4,4.8,5.5,9.7
