"ID","Reef","lat","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"10-618","U/N Reef",-10.2,4,5.1,7,0.4,1.3,2.4,1.3,2.8,1.4,0.6,0,0,0.8,0.9,2,0.9,6.1,1.4,2.1,2.5,1.9,7.8,2.2,2.6,2.3,1.8,2.8,6.2,5.7,5.9,2.7,0.8,4,0.5,8.5,3.7,2.3,2.2,11,9.7,3.8,1.3,4.5,14.3
"10-619","Kai-Wareg Reef",-10.2,4,5.1,7,0.4,1.3,2.4,1.3,2.8,1.4,0.6,0,0,0.8,0.9,2,0.9,6.1,1.4,2.1,2.5,1.9,7.8,2.2,2.6,2.3,1.8,2.8,6.2,5.7,5.9,2.7,0.8,4,0.5,8.5,3.7,2.3,2.2,11,9.7,3.8,1.3,4.5,14.3
"10-620","U/N Reef",-10.3,3.4,4.9,6.9,0.4,1.6,1.8,1,2.3,1.2,0.5,0,0.1,0.9,0.7,2.6,0.8,6.1,1.1,2.2,2.2,1.8,7.4,1.9,2.9,2.5,1.8,2.9,7.6,6.2,5.9,3.3,0.8,3.3,0.7,9.8,4.1,3.3,3.5,12.7,10.9,4.7,1.3,5.9,15.2
"10-621","U/N Reef",-10.2,4,5.1,7,0.4,1.3,2.4,1.3,2.8,1.4,0.6,0,0,0.8,0.9,2,0.9,6.1,1.4,2.1,2.5,1.9,7.8,2.2,2.6,2.3,1.8,2.8,6.2,5.7,5.9,2.7,0.8,4,0.5,8.5,3.7,2.3,2.2,11,9.7,3.8,1.3,4.5,14.3
"10-622","U/N Reef",-10.2,4,5.1,7,0.4,1.3,2.4,1.3,2.8,1.4,0.6,0,0,0.8,0.9,2,0.9,6.1,1.4,2.1,2.5,1.9,7.8,2.2,2.6,2.3,1.8,2.8,6.2,5.7,5.9,2.7,0.8,4,0.5,8.5,3.7,2.3,2.2,11,9.7,3.8,1.3,4.5,14.3
"10-623","U/N Reef",-10.2,3.6,4.7,6.5,0.3,1.3,2.3,1.3,2.6,1.5,0.6,0,0,0.8,0.9,2,0.8,5.8,1.5,2.1,2.3,1.7,7.5,2.2,2.5,2.4,1.8,2.8,6.4,5.7,5.9,2.7,0.8,4.3,0.4,7.8,3.9,2,1.8,10.2,10.1,3.6,1.1,4.2,13.9
"10-624","Maggi-Wareg Reef",-10.3,3.2,4.4,6.2,0.3,1.4,2,1.3,2.2,1.3,0.6,0,0.1,0.8,0.8,2.3,0.8,5.6,1.4,2.2,2.1,1.7,7.3,2,2.6,2.6,1.9,2.8,7.3,5.9,5.9,2.8,0.8,3.9,0.5,7.9,4.2,2.3,2.4,11,10.8,4,0.9,5.3,14.3
"10-625","U/N Reef",-10.3,2.8,3.6,5.3,0.4,1.4,1.8,1.4,1.9,1.2,0.6,0,0.3,0.7,0.7,2.4,0.7,5.1,1.5,2.2,1.8,1.6,7.1,2,2.5,3,1.9,2.8,7.9,5.8,6.1,2.4,0.9,3.9,0.5,6.8,4.5,1.8,2.2,10.7,11.4,4,0.5,6.3,14.2
"10-626","U/N Reef",-10.2,2.7,3.9,5.6,0.2,1.2,2,1.4,2,1.6,0.6,0,0,0.7,0.9,1.9,0.6,5.2,1.7,2.1,2,1.4,7,2.2,2.4,2.4,1.7,2.6,7,5.7,5.8,2.5,0.7,4.8,0.3,6.3,4.3,1.4,1,8.8,11,3.3,0.6,3.5,13.2
"10-627","U/N Reef",-10.2,2.7,3.9,5.6,0.2,1.2,2,1.4,2,1.6,0.6,0,0,0.7,0.9,1.9,0.6,5.2,1.7,2.1,2,1.4,7,2.2,2.4,2.4,1.7,2.6,7,5.7,5.8,2.5,0.7,4.8,0.3,6.3,4.3,1.4,1,8.8,11,3.3,0.6,3.5,13.2
"10-629","U/N Reef",-10.4,3.4,4.9,6.9,0.4,1.6,1.8,1,2.3,1.2,0.5,0,0.1,0.9,0.7,2.6,0.8,6.1,1.1,2.2,2.2,1.8,7.4,1.9,2.9,2.5,1.8,2.9,7.6,6.2,5.9,3.3,0.8,3.3,0.7,9.8,4.1,3.3,3.5,12.7,10.9,4.7,1.3,5.9,15.2
"10-630","U/N Reef",-10.4,3.2,4.5,6.4,0.4,1.5,1.8,1.1,2.2,1.2,0.6,0,0.2,0.9,0.7,2.6,0.8,5.8,1.3,2.2,2.1,1.8,7.3,1.9,2.8,2.7,1.9,2.9,7.7,6.1,5.9,3,0.9,3.5,0.6,8.8,4.2,2.9,3.1,12.1,11,4.5,1.1,6,14.9
"10-631","U/N Reef",-10.4,2.8,3.6,5.3,0.4,1.4,1.8,1.4,1.9,1.2,0.6,0,0.3,0.7,0.7,2.4,0.7,5.1,1.5,2.2,1.8,1.6,7.1,2,2.5,3,1.9,2.8,7.9,5.8,6.1,2.4,0.9,3.9,0.5,6.8,4.5,1.8,2.2,10.7,11.4,4,0.5,6.3,14.2
"10-632","U/N Reef",-10.6,2.4,3.4,4.9,0.4,1.3,1.7,1.3,1.9,0.8,1.9,0,0.3,1.9,0.5,2.3,0.9,5,2.2,2.2,1.5,2,7.5,3.3,2,2.9,2.1,3,8.4,5.7,6.3,3.6,0.8,2.7,0.5,8.9,4.7,2.2,2.6,12.2,11.7,5.2,1.2,8.6,15.6
"10-633","U/N Reef",-10.4,2.8,3.6,5.3,0.4,1.4,1.8,1.4,1.9,1.2,0.6,0,0.3,0.7,0.7,2.4,0.7,5.1,1.5,2.2,1.8,1.6,7.1,2,2.5,3,1.9,2.8,7.9,5.8,6.1,2.4,0.9,3.9,0.5,6.8,4.5,1.8,2.2,10.7,11.4,4,0.5,6.3,14.2
"10-634","U/N Reef",-10.4,2.8,3.6,5.3,0.4,1.4,1.8,1.4,1.9,1.2,0.6,0,0.3,0.7,0.7,2.4,0.7,5.1,1.5,2.2,1.8,1.6,7.1,2,2.5,3,1.9,2.8,7.9,5.8,6.1,2.4,0.9,3.9,0.5,6.8,4.5,1.8,2.2,10.7,11.4,4,0.5,6.3,14.2
"10-635","U/N Reef",-10.4,2.8,3.6,5.3,0.4,1.4,1.8,1.4,1.9,1.2,0.6,0,0.3,0.7,0.7,2.4,0.7,5.1,1.5,2.2,1.8,1.6,7.1,2,2.5,3,1.9,2.8,7.9,5.8,6.1,2.4,0.9,3.9,0.5,6.8,4.5,1.8,2.2,10.7,11.4,4,0.5,6.3,14.2
"10-636","U/N Reef",-10.4,2.8,3.6,5.3,0.4,1.4,1.8,1.4,1.9,1.2,0.6,0,0.3,0.7,0.7,2.4,0.7,5.1,1.5,2.2,1.8,1.6,7.1,2,2.5,3,1.9,2.8,7.9,5.8,6.1,2.4,0.9,3.9,0.5,6.8,4.5,1.8,2.2,10.7,11.4,4,0.5,6.3,14.2
"10-637","U/N Reef",-10.5,2.6,3.5,5.2,0.4,1.4,1.7,1.4,1.9,1.1,1,0,0.3,1.1,0.7,2.4,0.8,5.1,1.8,2.2,1.7,1.8,7.2,2.4,2.4,3,2,2.9,8.1,5.7,6.1,2.8,0.9,3.5,0.5,7.5,4.6,2,2.3,11.2,11.5,4.4,0.7,7.1,14.7
"10-638","U/N Reef",-10.4,2.8,3.6,5.3,0.4,1.4,1.8,1.4,1.9,1.2,0.6,0,0.3,0.7,0.7,2.4,0.7,5.1,1.5,2.2,1.8,1.6,7.1,2,2.5,3,1.9,2.8,7.9,5.8,6.1,2.4,0.9,3.9,0.5,6.8,4.5,1.8,2.2,10.7,11.4,4,0.5,6.3,14.2
"10-639","U/N Reef",-10.5,2.7,3.6,5.3,0.4,1.4,1.8,1.4,1.9,1.1,0.8,0,0.3,0.9,0.7,2.4,0.7,5.1,1.6,2.2,1.7,1.7,7.2,2.2,2.5,3,2,2.8,8,5.8,6.1,2.6,0.9,3.7,0.5,7.1,4.6,1.9,2.2,10.9,11.4,4.1,0.6,6.6,14.4
"10-640","U/N Reef",-10.6,2.4,3.4,4.9,0.4,1.3,1.7,1.3,1.9,0.8,1.9,0,0.3,1.9,0.5,2.3,0.9,5,2.2,2.2,1.5,2,7.5,3.3,2,2.9,2.1,3,8.4,5.7,6.3,3.6,0.8,2.7,0.5,8.9,4.7,2.2,2.6,12.2,11.7,5.2,1.2,8.6,15.6
"10-642","U/N Reef",-10,1.8,2.9,5.3,0,1.4,2.1,1.3,2,1.6,0.6,0.1,0.1,0.5,0.7,1.6,1,5,3.4,2.1,1.8,1.5,7.1,2.4,2,2.7,1.8,2.8,7.3,6.1,6.2,2.2,1.3,4.3,0.2,5.5,4.4,1.3,1,7.3,11.3,3.1,1.2,3.3,12.3
"10-643","U/N Reef",-10,1.5,2.7,5.2,0,1.4,2.1,1.3,2.1,1.6,0.6,0.1,0.1,0.5,0.6,1.5,1.2,4.9,4,2,1.8,1.6,7.1,2.5,1.9,2.8,1.8,2.9,7.3,6.3,6.3,2.1,1.5,4.2,0.2,5.2,4.4,1.3,1,6.6,11.3,3,1.3,3.2,12
"10-644","U/N Reef",-10,1.5,2.6,5.2,0,1.4,2.1,1.3,2,1.6,0.6,0.1,0.1,0.5,0.6,1.5,1.2,4.9,4,2.1,1.8,1.5,7.1,2.4,1.9,2.8,1.8,2.9,7.4,6.3,6.3,2,1.5,4.2,0.2,5.3,4.4,1.3,1,6.7,11.4,3,1.4,3.2,12
"10-645","U/N Reef",-10,1.5,3,5.3,0,1.3,2.1,1.5,2.3,1.6,0.6,0.1,0.1,0.5,0.6,1.4,1.2,4.8,3.9,2,1.8,1.6,7,2.6,1.9,2.8,1.7,2.8,7.1,6.2,6.2,2.2,1.4,4.3,0.2,5,4.3,1.2,1,6.2,11,2.9,1.2,2.8,11.7
"10-646","U/N Reef",-10,1.5,2.6,5.2,0,1.4,2.1,1.3,2,1.6,0.6,0.1,0.1,0.5,0.6,1.5,1.2,4.9,4,2.1,1.8,1.5,7.1,2.4,1.9,2.8,1.8,2.9,7.4,6.3,6.3,2,1.5,4.2,0.2,5.3,4.4,1.3,1,6.7,11.4,3,1.4,3.2,12
"10-648","U/N Reef",-10.2,2.7,3.9,5.6,0.2,1.2,2,1.4,2,1.6,0.6,0,0,0.7,0.9,1.9,0.6,5.2,1.7,2.1,2,1.4,7,2.2,2.4,2.4,1.7,2.6,7,5.7,5.8,2.5,0.7,4.8,0.3,6.3,4.3,1.4,1,8.8,11,3.3,0.6,3.5,13.2
"10-649","U/N Reef",-10.2,2.7,3.9,5.6,0.2,1.2,2,1.4,2,1.6,0.6,0,0,0.7,0.9,1.9,0.6,5.2,1.7,2.1,2,1.4,7,2.2,2.4,2.4,1.7,2.6,7,5.7,5.8,2.5,0.7,4.8,0.3,6.3,4.3,1.4,1,8.8,11,3.3,0.6,3.5,13.2
"10-650","U/N Reef",-10.1,2.7,3.9,5.6,0.2,1.2,2,1.4,2,1.6,0.6,0,0,0.7,0.9,1.9,0.6,5.2,1.7,2.1,2,1.4,7,2.2,2.4,2.4,1.7,2.6,7,5.7,5.8,2.5,0.7,4.8,0.3,6.3,4.3,1.4,1,8.8,11,3.3,0.6,3.5,13.2
"10-651","U/N Reef",-10.2,2.7,3.9,5.6,0.2,1.2,2,1.4,2,1.6,0.6,0,0,0.7,0.9,1.9,0.6,5.2,1.7,2.1,2,1.4,7,2.2,2.4,2.4,1.7,2.6,7,5.7,5.8,2.5,0.7,4.8,0.3,6.3,4.3,1.4,1,8.8,11,3.3,0.6,3.5,13.2
"10-652","U/N Reef",-10.1,2.7,3.9,5.6,0.2,1.2,2,1.4,2,1.6,0.6,0,0,0.7,0.9,1.9,0.6,5.2,1.7,2.1,2,1.4,7,2.2,2.4,2.4,1.7,2.6,7,5.7,5.8,2.5,0.7,4.8,0.3,6.3,4.3,1.4,1,8.8,11,3.3,0.6,3.5,13.2
"10-653","Big Sand Reef",-10.2,2.7,3.9,5.6,0.2,1.2,2,1.4,2,1.6,0.6,0,0,0.7,0.9,1.9,0.6,5.2,1.7,2.1,2,1.4,7,2.2,2.4,2.4,1.7,2.6,7,5.7,5.8,2.5,0.7,4.8,0.3,6.3,4.3,1.4,1,8.8,11,3.3,0.6,3.5,13.2
"10-654","U/N Reef",-10.1,2.6,3.7,5.6,0.1,1.2,2,1.4,2,1.6,0.6,0,0,0.6,0.9,1.9,0.7,5.2,1.9,2.1,1.9,1.4,7,2.2,2.3,2.5,1.7,2.7,7.1,5.8,5.9,2.5,0.8,4.7,0.3,6.2,4.3,1.4,1,8.5,11,3.3,0.7,3.5,13.1
"10-655","U/N Reef",-10.2,1.5,2.6,5.2,0,1.4,2.1,1.3,2,1.6,0.6,0.1,0.1,0.5,0.6,1.5,1.2,4.9,4,2.1,1.8,1.5,7.1,2.4,1.9,2.8,1.8,2.9,7.4,6.3,6.3,2,1.5,4.2,0.2,5.3,4.4,1.3,1,6.7,11.4,3,1.4,3.2,12
"10-656","U/N Reef",-10.1,1.7,2.8,5.2,0,1.4,2.1,1.3,2,1.6,0.6,0.1,0.1,0.5,0.6,1.5,1.1,4.9,3.7,2.1,1.8,1.5,7.1,2.4,1.9,2.8,1.8,2.9,7.4,6.2,6.2,2.1,1.4,4.3,0.2,5.4,4.4,1.3,1,7,11.3,3,1.3,3.3,12.2
"10-657","U/N Reef",-10.2,1.5,2.6,5.2,0,1.4,2.1,1.3,2,1.6,0.6,0.1,0.1,0.5,0.6,1.5,1.2,4.9,4,2.1,1.8,1.5,7.1,2.4,1.9,2.8,1.8,2.9,7.4,6.3,6.3,2,1.5,4.2,0.2,5.3,4.4,1.3,1,6.7,11.4,3,1.4,3.2,12
"10-658","U/N Reef",-10.1,1.5,2.6,5.2,0,1.4,2.1,1.3,2,1.6,0.6,0.1,0.1,0.5,0.6,1.5,1.2,4.9,4,2.1,1.8,1.5,7.1,2.4,1.9,2.8,1.8,2.9,7.4,6.3,6.3,2,1.5,4.2,0.2,5.3,4.4,1.3,1,6.7,11.4,3,1.4,3.2,12
"10-659","U/N Reef",-10.1,1.5,2.6,5.2,0,1.4,2.1,1.3,2,1.6,0.6,0.1,0.1,0.5,0.6,1.5,1.2,4.9,4,2.1,1.8,1.5,7.1,2.4,1.9,2.8,1.8,2.9,7.4,6.3,6.3,2,1.5,4.2,0.2,5.3,4.4,1.3,1,6.7,11.4,3,1.4,3.2,12
"10-660","U/N Reef",-10.1,1.5,2.6,5.2,0,1.4,2.1,1.3,2,1.6,0.6,0.1,0.1,0.5,0.6,1.5,1.2,4.9,4,2.1,1.8,1.5,7.1,2.4,1.9,2.8,1.8,2.9,7.4,6.3,6.3,2,1.5,4.2,0.2,5.3,4.4,1.3,1,6.7,11.4,3,1.4,3.2,12
"10-661","U/N Reef",-10.1,1.5,2.6,5.2,0,1.4,2.1,1.3,2,1.6,0.6,0.1,0.1,0.5,0.6,1.5,1.2,4.9,4,2.1,1.8,1.5,7.1,2.4,1.9,2.8,1.8,2.9,7.4,6.3,6.3,2,1.5,4.2,0.2,5.3,4.4,1.3,1,6.7,11.4,3,1.4,3.2,12
"10-663","U/N Reef",-10.3,2.8,3.6,5.3,0.4,1.4,1.8,1.4,1.9,1.2,0.6,0,0.3,0.7,0.7,2.4,0.7,5.1,1.5,2.2,1.8,1.6,7.1,2,2.5,3,1.9,2.8,7.9,5.8,6.1,2.4,0.9,3.9,0.5,6.8,4.5,1.8,2.2,10.7,11.4,4,0.5,6.3,14.2
"10-664","U/N Reef",-10.3,2.8,3.6,5.3,0.4,1.4,1.8,1.4,1.9,1.2,0.6,0,0.3,0.7,0.7,2.4,0.7,5.1,1.5,2.2,1.8,1.6,7.1,2,2.5,3,1.9,2.8,7.9,5.8,6.1,2.4,0.9,3.9,0.5,6.8,4.5,1.8,2.2,10.7,11.4,4,0.5,6.3,14.2
"10-665","U/N Reef",-10.3,2.8,3.6,5.3,0.4,1.4,1.8,1.4,1.9,1.2,0.6,0,0.3,0.7,0.7,2.4,0.7,5.1,1.5,2.2,1.8,1.6,7.1,2,2.5,3,1.9,2.8,7.9,5.8,6.1,2.4,0.9,3.9,0.5,6.8,4.5,1.8,2.2,10.7,11.4,4,0.5,6.3,14.2
"10-666","U/N Reef",-10.3,2.8,3.6,5.3,0.4,1.4,1.8,1.4,1.9,1.2,0.6,0,0.3,0.7,0.7,2.4,0.7,5.1,1.5,2.2,1.8,1.6,7.1,2,2.5,3,1.9,2.8,7.9,5.8,6.1,2.4,0.9,3.9,0.5,6.8,4.5,1.8,2.2,10.7,11.4,4,0.5,6.3,14.2
"10-667","U/N Reef",-10.3,2.8,3.6,5.3,0.4,1.4,1.8,1.4,1.9,1.2,0.6,0,0.3,0.7,0.7,2.4,0.7,5.1,1.5,2.2,1.8,1.6,7.1,2,2.5,3,1.9,2.8,7.9,5.8,6.1,2.4,0.9,3.9,0.5,6.8,4.5,1.8,2.2,10.7,11.4,4,0.5,6.3,14.2
"10-668","U/N Reef",-10.3,2.8,3.6,5.3,0.4,1.4,1.8,1.4,1.9,1.2,0.6,0,0.3,0.7,0.7,2.4,0.7,5.1,1.5,2.2,1.8,1.6,7.1,2,2.5,3,1.9,2.8,7.9,5.8,6.1,2.4,0.9,3.9,0.5,6.8,4.5,1.8,2.2,10.7,11.4,4,0.5,6.3,14.2
"10-669","U/N Reef",-10.3,2.8,3.6,5.3,0.4,1.4,1.8,1.4,1.9,1.2,0.6,0,0.3,0.7,0.7,2.4,0.7,5.1,1.5,2.2,1.8,1.6,7.1,2,2.5,3,1.9,2.8,7.9,5.8,6.1,2.4,0.9,3.9,0.5,6.8,4.5,1.8,2.2,10.7,11.4,4,0.5,6.3,14.2
"10-670","U/N Reef",-10.3,2.8,3.6,5.3,0.4,1.4,1.8,1.4,1.9,1.2,0.6,0,0.3,0.7,0.7,2.4,0.7,5.1,1.5,2.2,1.8,1.6,7.1,2,2.5,3,1.9,2.8,7.9,5.8,6.1,2.4,0.9,3.9,0.5,6.8,4.5,1.8,2.2,10.7,11.4,4,0.5,6.3,14.2
"10-671","U/N Reef",-10.2,2.7,3.9,5.6,0.2,1.2,2,1.4,2,1.6,0.6,0,0,0.7,0.9,1.9,0.6,5.2,1.7,2.1,2,1.4,7,2.2,2.4,2.4,1.7,2.6,7,5.7,5.8,2.5,0.7,4.8,0.3,6.3,4.3,1.4,1,8.8,11,3.3,0.6,3.5,13.2
"10-672","U/N Reef",-10.3,2.1,2.7,5.3,0.3,1.8,2.1,1.4,1.9,1.6,0.8,0,0.3,0.6,0.6,2.2,0.9,5.2,2.9,2,1.9,1.4,7.3,2.1,2.2,3,2,3,8.1,6,6.1,2,1.2,3.5,0.5,6.3,4.7,1.6,1.9,9.3,12,3.9,0.9,6.3,13.5
"10-673","U/N Reef",-10.3,1.6,2.1,5.2,0.3,2.1,2.3,1.5,1.9,1.9,1,0,0.3,0.6,0.6,2.1,1,5.2,3.8,1.9,2.1,1.3,7.5,2.2,1.9,2.9,2,3.1,8.2,6.1,6.1,1.8,1.5,3.2,0.5,5.9,4.8,1.4,1.7,8.3,12.4,3.9,1.3,6.3,13.1
"10-674","U/N Reef",-10.2,1.5,2.6,5.2,0,1.4,2.1,1.3,2,1.6,0.6,0.1,0.1,0.5,0.6,1.5,1.2,4.9,4,2.1,1.8,1.5,7.1,2.4,1.9,2.8,1.8,2.9,7.4,6.3,6.3,2,1.5,4.2,0.2,5.3,4.4,1.3,1,6.7,11.4,3,1.4,3.2,12
"10-675","U/N Reef",-10.2,1.5,2.6,5.2,0,1.4,2.1,1.3,2,1.6,0.6,0.1,0.1,0.5,0.6,1.5,1.2,4.9,4,2.1,1.8,1.5,7.1,2.4,1.9,2.8,1.8,2.9,7.4,6.3,6.3,2,1.5,4.2,0.2,5.3,4.4,1.3,1,6.7,11.4,3,1.4,3.2,12
"10-676","U/N Reef",-10.3,1.6,2.1,5.2,0.3,2.1,2.3,1.5,1.9,1.9,1,0,0.3,0.6,0.6,2.1,1,5.2,3.8,1.9,2.1,1.3,7.5,2.2,1.9,2.9,2,3.1,8.2,6.1,6.1,1.8,1.5,3.2,0.5,5.9,4.8,1.4,1.7,8.3,12.4,3.9,1.3,6.3,13.1
"10-677","U/N Reef",-10.3,1.6,2.1,5.2,0.3,2.1,2.3,1.5,1.9,1.9,1,0,0.3,0.6,0.6,2.1,1,5.2,3.8,1.9,2.1,1.3,7.5,2.2,1.9,2.9,2,3.1,8.2,6.1,6.1,1.8,1.5,3.2,0.5,5.9,4.8,1.4,1.7,8.3,12.4,3.9,1.3,6.3,13.1
"10-678","U/N Reef",-10.2,1.5,2.6,5.2,0,1.4,2.1,1.3,2,1.6,0.6,0.1,0.1,0.5,0.6,1.5,1.2,4.9,4,2.1,1.8,1.5,7.1,2.4,1.9,2.8,1.8,2.9,7.4,6.3,6.3,2,1.5,4.2,0.2,5.3,4.4,1.3,1,6.7,11.4,3,1.4,3.2,12
"10-679","U/N Reef",-10.2,1.5,2.6,5.2,0,1.4,2.1,1.3,2,1.6,0.6,0.1,0.1,0.5,0.6,1.5,1.2,4.9,4,2.1,1.8,1.5,7.1,2.4,1.9,2.8,1.8,2.9,7.4,6.3,6.3,2,1.5,4.2,0.2,5.3,4.4,1.3,1,6.7,11.4,3,1.4,3.2,12
"10-681","U/N Reef",-10.1,1.5,2.6,5.2,0,1.4,2.1,1.3,2,1.6,0.6,0.1,0.1,0.5,0.6,1.5,1.2,4.9,4,2.1,1.8,1.5,7.1,2.4,1.9,2.8,1.8,2.9,7.4,6.3,6.3,2,1.5,4.2,0.2,5.3,4.4,1.3,1,6.7,11.4,3,1.4,3.2,12
"10-682","U/N Reef",-10.1,1.5,2.6,5.2,0,1.4,2.1,1.3,2,1.6,0.6,0.1,0.1,0.5,0.6,1.5,1.2,4.9,4,2.1,1.8,1.5,7.1,2.4,1.9,2.8,1.8,2.9,7.4,6.3,6.3,2,1.5,4.2,0.2,5.3,4.4,1.3,1,6.7,11.4,3,1.4,3.2,12
"10-683","U/N Reef",-10.1,1.5,2.6,5.2,0,1.4,2.1,1.3,2,1.6,0.6,0.1,0.1,0.5,0.6,1.5,1.2,4.9,4,2.1,1.8,1.5,7.1,2.4,1.9,2.8,1.8,2.9,7.4,6.3,6.3,2,1.5,4.2,0.2,5.3,4.4,1.3,1,6.7,11.4,3,1.4,3.2,12
"10-684","U/N Reef",-10,1.5,2.6,5.2,0,1.4,2.1,1.3,2,1.6,0.6,0.1,0.1,0.5,0.6,1.5,1.2,4.9,4,2.1,1.8,1.5,7.1,2.4,1.9,2.8,1.8,2.9,7.4,6.3,6.3,2,1.5,4.2,0.2,5.3,4.4,1.3,1,6.7,11.4,3,1.4,3.2,12
"10-686","U/N Reef",-10.1,1.1,2,5,0,2,3.5,1.5,2.3,2.8,0.5,0.2,0.2,0.5,1.3,1.7,1.8,5.8,4.8,2,2,2.1,7.9,2.2,2.1,3.9,1.6,3.4,7.6,6.1,6.4,2.3,2.7,3.8,2.4,6.3,5,1.6,1,6.2,11.6,3.2,3.5,5.6,12.2
"10-687","U/N Reef",-10,1.1,2,5,0,2,3.5,1.5,2.3,2.8,0.5,0.2,0.2,0.5,1.3,1.7,1.8,5.8,4.8,2,2,2.1,7.9,2.2,2.1,3.9,1.6,3.4,7.6,6.1,6.4,2.3,2.7,3.8,2.4,6.3,5,1.6,1,6.2,11.6,3.2,3.5,5.6,12.2
"10-688","U/N Reef",-10,1.1,2,5,0,2,3.5,1.5,2.3,2.8,0.5,0.2,0.2,0.5,1.3,1.7,1.8,5.8,4.8,2,2,2.1,7.9,2.2,2.1,3.9,1.6,3.4,7.6,6.1,6.4,2.3,2.7,3.8,2.4,6.3,5,1.6,1,6.2,11.6,3.2,3.5,5.6,12.2
"10-689","U/N Reef",-10,1.1,2,5,0,2,3.5,1.5,2.3,2.8,0.5,0.2,0.2,0.5,1.3,1.7,1.8,5.8,4.8,2,2,2.1,7.9,2.2,2.1,3.9,1.6,3.4,7.6,6.1,6.4,2.3,2.7,3.8,2.4,6.3,5,1.6,1,6.2,11.6,3.2,3.5,5.6,12.2
"10-690","U/N Reef",-10,1.1,2,5,0,2,3.5,1.5,2.3,2.8,0.5,0.2,0.2,0.5,1.3,1.7,1.8,5.8,4.8,2,2,2.1,7.9,2.2,2.1,3.9,1.6,3.4,7.6,6.1,6.4,2.3,2.7,3.8,2.4,6.3,5,1.6,1,6.2,11.6,3.2,3.5,5.6,12.2
"10-691","U/N Reef",-10,1.1,2,5,0,2,3.5,1.5,2.3,2.8,0.5,0.2,0.2,0.5,1.3,1.7,1.8,5.8,4.8,2,2,2.1,7.9,2.2,2.1,3.9,1.6,3.4,7.6,6.1,6.4,2.3,2.7,3.8,2.4,6.3,5,1.6,1,6.2,11.6,3.2,3.5,5.6,12.2
"10-692","U/N Reef",-10,1.1,2.1,5,0,1.9,3.4,1.6,2.6,2.8,0.5,0.2,0.2,0.5,1.3,1.7,1.9,5.8,4.7,2,2.1,2.1,7.9,2.4,2.1,3.8,1.6,3.4,7.6,6.1,6.5,2.4,2.7,3.8,2.4,6.2,5.2,1.6,1,6.1,11.4,3.1,3.5,5.3,12.1
"10-694","U/N Reef",-10.2,1.5,2.6,5.2,0,1.4,2.1,1.3,2,1.6,0.6,0.1,0.1,0.5,0.6,1.5,1.2,4.9,4,2.1,1.8,1.5,7.1,2.4,1.9,2.8,1.8,2.9,7.4,6.3,6.3,2,1.5,4.2,0.2,5.3,4.4,1.3,1,6.7,11.4,3,1.4,3.2,12
"10-695","U/N Reef",-10.2,1.5,2.6,5.2,0,1.4,2.1,1.3,2,1.6,0.6,0.1,0.1,0.5,0.6,1.5,1.2,4.9,4,2.1,1.8,1.5,7.1,2.4,1.9,2.8,1.8,2.9,7.4,6.3,6.3,2,1.5,4.2,0.2,5.3,4.4,1.3,1,6.7,11.4,3,1.4,3.2,12
"10-696","U/N Reef",-10.2,1.5,2.6,5.2,0,1.4,2.1,1.3,2,1.6,0.6,0.1,0.1,0.5,0.6,1.5,1.2,4.9,4,2.1,1.8,1.5,7.1,2.4,1.9,2.8,1.8,2.9,7.4,6.3,6.3,2,1.5,4.2,0.2,5.3,4.4,1.3,1,6.7,11.4,3,1.4,3.2,12
"10-697","U/N Reef",-10.2,1.5,2.6,5.2,0,1.4,2.1,1.3,2,1.6,0.6,0.1,0.1,0.5,0.6,1.5,1.2,4.9,4,2.1,1.8,1.5,7.1,2.4,1.9,2.8,1.8,2.9,7.4,6.3,6.3,2,1.5,4.2,0.2,5.3,4.4,1.3,1,6.7,11.4,3,1.4,3.2,12
"10-698","U/N Reef",-10.2,1.5,2.6,5.2,0,1.4,2.1,1.3,2,1.6,0.6,0.1,0.1,0.5,0.6,1.5,1.2,4.9,4,2.1,1.8,1.5,7.1,2.4,1.9,2.8,1.8,2.9,7.4,6.3,6.3,2,1.5,4.2,0.2,5.3,4.4,1.3,1,6.7,11.4,3,1.4,3.2,12
"10-699","U/N Reef",-10.2,1.5,2.6,5.2,0,1.4,2.1,1.3,2,1.6,0.6,0.1,0.1,0.5,0.6,1.5,1.2,4.9,4,2.1,1.8,1.5,7.1,2.4,1.9,2.8,1.8,2.9,7.4,6.3,6.3,2,1.5,4.2,0.2,5.3,4.4,1.3,1,6.7,11.4,3,1.4,3.2,12
"10-700","U/N Reef",-10.2,1.5,2.6,5.2,0,1.4,2.1,1.3,2,1.6,0.6,0.1,0.1,0.5,0.6,1.5,1.2,4.9,4,2.1,1.8,1.5,7.1,2.4,1.9,2.8,1.8,2.9,7.4,6.3,6.3,2,1.5,4.2,0.2,5.3,4.4,1.3,1,6.7,11.4,3,1.4,3.2,12
