"ID","Reef","lat","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"14-141","U/N Reef",-14.7,5.9,1.2,1.8,1.3,0.5,3.1,0.4,1.3,0,1.7,0.6,0,1.7,1.3,1.7,1.2,2.4,1.7,0.5,2.9,7.3,1.1,4.3,2.4,4.9,1.1,1.6,3.1,4.4,5.4,3.4,2.9,0.6,2.7,11.1,9.8,1.2,1.2,10.8,9.4,7.2,1.9,8.2,10.1
"14-142","U/N Reef",-14.7,5.9,1.2,1.8,1.3,0.5,3.1,0.4,1.3,0,1.7,0.6,0,1.7,1.3,1.7,1.2,2.4,1.7,0.5,2.9,7.3,1.1,4.3,2.4,4.9,1.1,1.6,3.1,4.4,5.4,3.4,2.9,0.6,2.7,11.1,9.8,1.2,1.2,10.8,9.4,7.2,1.9,8.2,10.1
"14-143","North Direction Reef",-14.7,5.9,1.2,1.8,1.3,0.5,3.1,0.4,1.3,0,1.7,0.6,0,1.7,1.3,1.7,1.2,2.4,1.7,0.5,2.9,7.3,1.1,4.3,2.4,4.9,1.1,1.6,3.1,4.4,5.4,3.5,2.9,0.6,2.7,11.1,9.8,1.2,1.2,10.7,9.3,7.2,1.9,8.2,10.1
"14-144","Kedge Reef",-14.8,5.9,1,1,1.3,1,2.9,0.4,1.3,0.1,1.6,0.6,0,1.3,1.5,1.2,1.1,2.5,1.5,0.2,3,7.5,0.8,4.6,2.9,3.4,0.7,1.3,3.4,3.9,4.9,4.3,2.4,0.6,2.7,9.4,9.5,1.3,1.3,9.4,7.4,6.8,2.1,7.9,9.6
"14-145","U/N Reef",-14.8,5.9,1,1,1.3,1,2.9,0.4,1.3,0.1,1.6,0.6,0,1.3,1.5,1.2,1.1,2.5,1.5,0.2,3,7.5,0.8,4.6,2.9,3.4,0.7,1.3,3.4,3.9,4.9,4.3,2.4,0.6,2.7,9.4,9.5,1.3,1.3,9.4,7.4,6.8,2.1,7.9,9.6
"14-146","Ribbon No 10 Reef",-14.8,5.9,1.1,1.1,1.3,0.9,2.9,0.4,1.3,0.1,1.6,0.6,0,1.4,1.4,1.3,1.1,2.5,1.6,0.2,3,7.5,0.9,4.6,2.8,3.6,0.8,1.4,3.4,4,5,4.1,2.4,0.6,2.7,9.7,9.6,1.3,1.3,9.6,7.7,6.8,2.1,8,9.7
"14-147","South Direction Reef (North)",-14.8,5.9,1,1,1.3,1,2.9,0.4,1.3,0.1,1.6,0.6,0,1.3,1.5,1.2,1.1,2.5,1.5,0.2,3,7.5,0.8,4.6,2.9,3.4,0.7,1.3,3.4,3.9,4.9,4.3,2.4,0.6,2.7,9.4,9.5,1.3,1.3,9.4,7.4,6.8,2.1,7.9,9.6
"14-149","U/N Reef",-14.8,5.9,1,1,1.3,1,2.9,0.4,1.3,0.1,1.6,0.6,0,1.3,1.5,1.2,1.1,2.5,1.5,0.2,3,7.5,0.8,4.6,2.9,3.4,0.7,1.3,3.4,3.9,4.9,4.3,2.4,0.6,2.7,9.4,9.5,1.3,1.3,9.4,7.4,6.8,2.1,7.9,9.6
"14-150","U/N Reef",-14.9,5.9,1,1,1.3,1,2.9,0.4,1.3,0.1,1.6,0.6,0,1.3,1.5,1.2,1.1,2.5,1.5,0.2,3,7.5,0.8,4.6,2.9,3.4,0.7,1.3,3.4,3.9,4.9,4.3,2.4,0.6,2.7,9.4,9.5,1.3,1.3,9.4,7.4,6.8,2.1,7.9,9.6
"14-151","No 10 Patches (No 1)",-14.9,5.9,1,1,1.3,1,2.9,0.4,1.3,0.1,1.6,0.6,0,1.3,1.5,1.2,1.1,2.5,1.5,0.2,3,7.5,0.8,4.6,2.9,3.4,0.7,1.3,3.4,3.9,4.9,4.3,2.4,0.6,2.7,9.4,9.5,1.3,1.3,9.4,7.4,6.8,2.1,7.9,9.6
"14-152","No 10 Patches (No 2)",-14.9,5.9,1,1,1.3,1,2.9,0.4,1.3,0.1,1.6,0.6,0,1.3,1.5,1.2,1.1,2.5,1.5,0.2,3,7.5,0.8,4.6,2.9,3.4,0.7,1.3,3.4,3.9,4.9,4.3,2.4,0.6,2.7,9.4,9.5,1.3,1.3,9.4,7.4,6.8,2.1,7.9,9.6
"14-153","No 10 Patches (No 3)",-15,5.9,1,1,1.3,1,2.9,0.4,1.3,0.1,1.6,0.6,0,1.3,1.5,1.2,1.1,2.5,1.5,0.2,3,7.5,0.8,4.6,2.9,3.4,0.7,1.3,3.4,3.9,4.9,4.3,2.4,0.6,2.7,9.4,9.5,1.3,1.3,9.4,7.4,6.8,2.1,7.9,9.6
"14-154","Ribbon No 9 Reef",-15,5.8,1,1.1,1.4,1.1,2.7,0.4,1.4,0.2,1.5,0.6,0,1.3,1.4,1,1,2.8,1.5,0.1,3,7.8,0.7,4.8,2.9,3.2,1,1.3,4.2,3.9,4.5,3.9,2.2,0.6,3,9,9.3,1.4,1.2,9,7.1,6.8,2.1,7.7,9.6
"14-159","U/N Reef",-14.1,5.8,2.4,2.7,1.6,2.5,2.5,0.3,3.1,0.5,0.3,0.8,0,2.2,1.6,1.4,1.1,2.9,1.1,0.7,2.3,4.9,1.8,4.3,2,2.6,0.7,3.2,3.9,3.9,3.9,0.9,3,0,2.5,6.4,10.7,2,0.1,10,9.5,6.1,1.9,8.8,10.9
"14-160","U/N Reef",-14.2,5.4,1.9,3.7,1.8,2,2.7,0.3,2,0.8,0.3,0.6,0,2.5,1.7,1.1,1.1,3.7,2.5,0.7,2,6.1,1.7,4.6,3.1,3.1,0.8,2.7,4.7,4.3,4.4,1.2,3.3,0.1,2.7,7.4,10.4,2.6,0,11.3,10.3,6.9,1.9,8.7,10.3
"14-161","U/N Reef",-14,8,4.9,0,1,1.8,0.7,0.5,1.4,0,0.8,0.5,0,1.8,1,2,1.4,2.8,0,1.1,1.8,3.4,0.9,2.7,1.3,2.4,0.6,2.5,2.5,3.8,3.8,0.1,1,0,2.5,3.4,6.9,1.3,0.3,5,4.8,5.8,3.3,10.3,13.9
"14-163","U/N Reef",-14.9,4.3,1.5,1,1.5,1,3,0.4,1.3,0.3,1.5,0.5,0,1.3,1.6,0.7,1.1,2.9,1.2,0.2,3,7.2,1,4.4,3.8,4.4,0.7,1.3,3.3,3.6,4.6,3.2,2.2,0,3,8.3,10.3,1.4,1.1,8.1,6.2,7.4,2,7.3,10.2
"15-001","Ada Bank",-15,4.6,1.8,1.1,1.4,1.2,3.3,0.4,1.7,0.5,1.2,0.6,0,1.4,1.8,0.5,1,3.5,1.2,0,3.1,7.6,0.5,6,3.7,3.2,1.3,1.3,5.2,3.5,4,2.3,2,0,3.6,6.8,10,1.8,1.2,7.2,5.9,7.3,2,7.4,10.3
"15-002","Two Islands Reef",-15,4.6,1.8,1.1,1.4,1.2,3.3,0.4,1.7,0.5,1.2,0.6,0,1.4,1.8,0.5,1,3.5,1.2,0,3.1,7.6,0.5,6,3.7,3.2,1.3,1.3,5.2,3.5,4,2.2,2,0,3.7,6.8,10,1.8,1.2,7.2,5.9,7.3,2,7.4,10.3
"15-003","Low Wooded Reef",-15.1,4.6,1.8,1.1,1.4,1.2,3.3,0.4,1.7,0.5,1.2,0.6,0,1.4,1.8,0.5,1,3.5,1.2,0,3.1,7.6,0.5,6,3.7,3.2,1.3,1.3,5.2,3.5,4,2.2,2,0,3.7,6.8,10,1.8,1.2,7.2,5.9,7.3,2,7.4,10.3
"15-004","Murray Reefs (No  2)",-15.1,4.6,1.8,1.1,1.4,1.2,3.3,0.4,1.7,0.5,1.2,0.6,0,1.4,1.8,0.5,1,3.5,1.2,0,3.1,7.6,0.5,6,3.7,3.2,1.3,1.3,5.2,3.5,4,2.2,2,0,3.7,6.8,10,1.8,1.2,7.2,5.9,7.3,2,7.4,10.3
"15-005","Three Islands Reef",-15.1,4.6,1.8,1.1,1.4,1.2,3.3,0.4,1.7,0.5,1.2,0.6,0,1.4,1.8,0.5,1,3.5,1.2,0,3.1,7.6,0.5,6,3.7,3.2,1.3,1.3,5.2,3.5,4,2.2,2,0,3.7,6.8,10,1.8,1.2,7.2,5.9,7.3,2,7.4,10.3
"15-006","Conical Rock Reef",-15.1,4.6,1.8,1.1,1.4,1.2,3.3,0.4,1.7,0.5,1.2,0.6,0,1.4,1.8,0.5,1,3.5,1.2,0,3.1,7.6,0.5,6,3.7,3.2,1.3,1.3,5.2,3.5,4,2.2,2,0,3.7,6.8,10,1.8,1.2,7.2,5.9,7.3,2,7.4,10.3
"15-007","U/N Reef",-15.2,4.6,1.8,1.1,1.4,1.2,3.3,0.4,1.7,0.5,1.2,0.6,0,1.4,1.8,0.5,1,3.5,1.2,0,3.1,7.6,0.5,6,3.7,3.2,1.3,1.3,5.2,3.5,4,2.2,2,0,3.7,6.8,10,1.8,1.2,7.2,5.9,7.3,2,7.4,10.3
"15-008","Beor Reef",-15.2,4.6,1.8,1.1,1.4,1.2,3.3,0.4,1.7,0.5,1.2,0.6,0,1.4,1.8,0.5,1,3.5,1.2,0,3.1,7.6,0.5,6,3.7,3.2,1.3,1.3,5.2,3.5,4,2.2,2,0,3.7,6.8,10,1.8,1.2,7.2,5.9,7.3,2,7.4,10.3
"15-009","Forrester Reef",-15.2,5,1.4,1.1,1.4,1.2,3,0.4,1.6,0.4,1.3,0.6,0,1.4,1.7,0.6,0.9,3.4,1.3,0,3.1,7.8,0.5,5.7,3.4,3.1,1.4,1.3,5.2,3.6,4,2.7,2,0.2,3.5,7.5,9.6,1.7,1.1,7.7,6.3,7.1,2,7.4,10
"15-011","Petty Patch",-15.2,4.6,1.8,1.1,1.4,1.2,3.3,0.4,1.7,0.5,1.2,0.6,0,1.4,1.8,0.5,1,3.5,1.2,0,3.1,7.6,0.5,6,3.7,3.2,1.3,1.3,5.2,3.5,4,2.2,2,0,3.7,6.8,10,1.8,1.2,7.2,5.9,7.3,2,7.4,10.3
"15-012","Boulder Reef",-15.4,4.7,1.5,1.2,1.2,1.2,3.2,0.4,2.1,0.6,0.7,0.6,0,1.5,1.8,0.7,1.1,4.4,1.4,0,3.2,8.4,0.8,5.1,3.6,3.7,1.4,1.2,5.7,3.7,3.8,1.7,1.1,0,4,5.2,10.8,1.9,1,5.7,6.5,7.5,2.2,6.8,10.4
"15-013","Egret Reef",-15.5,4.7,1.5,1.2,1.2,1.2,3.2,0.4,2.1,0.6,0.7,0.6,0,1.5,1.8,0.7,1.1,4.4,1.4,0,3.2,8.4,0.8,5.1,3.6,3.7,1.4,1.2,5.7,3.7,3.8,1.7,1.1,0,4,5.2,10.8,1.9,1,5.7,6.5,7.5,2.2,6.8,10.4
"15-014","Blackbird Patches (North)",-15.5,4.7,1.5,1.2,1.2,1.2,3.2,0.4,2.1,0.6,0.7,0.6,0,1.5,1.8,0.7,1.1,4.4,1.4,0,3.2,8.4,0.8,5.1,3.6,3.7,1.4,1.2,5.7,3.7,3.8,1.7,1.1,0,4,5.2,10.8,1.9,1,5.7,6.5,7.5,2.2,6.8,10.4
"15-015","Tilbrook Bank",-15,5.6,0.8,1.2,1.4,1.2,2.5,0.4,1.5,0.2,1.4,0.6,0,1.4,1.4,0.6,0.9,3.3,1.4,0,3,8.1,0.6,5.1,2.9,2.9,1.4,1.4,5.2,3.7,3.9,3.3,2,0.6,3.4,8.5,8.9,1.6,1,8.5,6.8,6.9,2.1,7.4,9.6
"15-016","Gull Reef",-15,5.6,0.8,1.2,1.4,1.2,2.5,0.4,1.5,0.2,1.4,0.6,0,1.4,1.4,0.6,0.9,3.3,1.4,0,3,8.1,0.6,5.1,2.9,2.9,1.4,1.4,5.2,3.7,3.9,3.3,2,0.6,3.4,8.5,8.9,1.6,1,8.5,6.8,6.9,2.1,7.4,9.6
"15-017","U/N Reef",-15,5.6,0.8,1.2,1.4,1.2,2.5,0.4,1.5,0.2,1.4,0.6,0,1.4,1.4,0.6,0.9,3.3,1.4,0,3,8.1,0.6,5.1,2.9,2.9,1.4,1.4,5.2,3.7,3.9,3.3,2,0.6,3.4,8.5,8.9,1.6,1,8.5,6.8,6.9,2.1,7.4,9.6
"15-018","Pasco Reef",-15,5.6,0.8,1.2,1.4,1.2,2.5,0.4,1.5,0.2,1.4,0.6,0,1.4,1.4,0.6,0.9,3.3,1.4,0,3,8.1,0.6,5.1,2.9,2.9,1.4,1.4,5.2,3.7,3.9,3.3,2,0.6,3.4,8.5,8.9,1.6,1,8.5,6.8,6.9,2.1,7.4,9.6
"15-019","Long Reef",-15.1,5.6,0.8,1.2,1.4,1.2,2.5,0.4,1.5,0.2,1.4,0.6,0,1.4,1.4,0.6,0.9,3.3,1.4,0,3,8.1,0.6,5.1,2.9,2.9,1.4,1.4,5.2,3.7,3.9,3.3,2,0.6,3.4,8.5,8.9,1.6,1,8.5,6.8,6.9,2.1,7.4,9.6
"15-020","Strickland Reef",-15.1,5.6,0.8,1.2,1.4,1.2,2.5,0.4,1.5,0.2,1.4,0.6,0,1.4,1.4,0.6,0.9,3.3,1.4,0,3,8.1,0.6,5.1,2.9,2.9,1.4,1.4,5.2,3.7,3.9,3.3,2,0.6,3.4,8.5,8.9,1.6,1,8.5,6.8,6.9,2.1,7.4,9.6
"15-021","Ribbon No 8 Reef",-15.1,5.6,0.8,1.2,1.4,1.2,2.5,0.4,1.5,0.2,1.4,0.6,0,1.4,1.4,0.6,0.9,3.3,1.4,0,3,8.1,0.6,5.1,2.9,2.9,1.4,1.4,5.2,3.7,3.9,3.3,2,0.6,3.4,8.5,8.9,1.6,1,8.5,6.8,6.9,2.1,7.4,9.6
"15-022","U/N Reef",-15.1,5.6,0.8,1.2,1.4,1.2,2.5,0.4,1.5,0.2,1.4,0.6,0,1.4,1.4,0.6,0.9,3.3,1.4,0,3,8.1,0.6,5.1,2.9,2.9,1.4,1.4,5.2,3.7,3.9,3.3,2,0.6,3.4,8.5,8.9,1.6,1,8.5,6.8,6.9,2.1,7.4,9.6
"15-023","U/N Reef",-15.1,5.6,0.8,1.2,1.4,1.2,2.5,0.4,1.5,0.2,1.4,0.6,0,1.4,1.4,0.6,0.9,3.3,1.4,0,3,8.1,0.6,5.1,2.9,2.9,1.4,1.4,5.2,3.7,3.9,3.3,2,0.6,3.4,8.5,8.9,1.6,1,8.5,6.8,6.9,2.1,7.4,9.6
"15-024","Mackay Reefs",-15.1,5.6,0.8,1.2,1.4,1.2,2.5,0.4,1.5,0.2,1.4,0.6,0,1.4,1.4,0.6,0.9,3.3,1.4,0,3,8.1,0.6,5.1,2.9,2.9,1.4,1.4,5.2,3.7,3.9,3.3,2,0.6,3.4,8.5,8.9,1.6,1,8.5,6.8,6.9,2.1,7.4,9.6
"15-025","Harrier Reef",-15.1,5.6,0.8,1.2,1.4,1.2,2.5,0.4,1.5,0.2,1.4,0.6,0,1.4,1.4,0.6,0.9,3.3,1.4,0,3,8.1,0.6,5.1,2.9,2.9,1.4,1.4,5.2,3.7,3.9,3.3,2,0.6,3.4,8.5,8.9,1.6,1,8.5,6.8,6.9,2.1,7.4,9.6
"15-026","Ribbon No 7 Reef",-15.2,5.7,0.8,1.2,1.4,1.2,2.5,0.4,1.5,0.2,1.4,0.6,0,1.4,1.4,0.6,0.9,3.2,1.4,0,3,8.1,0.6,5.1,2.9,2.9,1.4,1.4,5.2,3.8,3.9,3.3,2,0.6,3.4,8.6,8.9,1.6,1,8.5,6.9,6.9,2.1,7.4,9.6
"15-027","Marx Reef",-15.2,5.6,0.8,1.2,1.4,1.2,2.5,0.4,1.5,0.2,1.4,0.6,0,1.4,1.4,0.6,0.9,3.3,1.4,0,3,8.1,0.6,5.1,2.9,2.9,1.4,1.4,5.2,3.7,3.9,3.3,2,0.6,3.4,8.5,8.9,1.6,1,8.5,6.8,6.9,2.1,7.4,9.6
"15-028","Startle Reefs",-15.2,5.6,0.8,1.2,1.4,1.2,2.5,0.4,1.5,0.2,1.4,0.6,0,1.4,1.4,0.6,0.9,3.3,1.4,0,3,8.1,0.6,5.1,2.9,2.9,1.4,1.4,5.2,3.7,3.9,3.3,2,0.6,3.4,8.5,8.9,1.6,1,8.5,6.8,6.9,2.1,7.4,9.6
"15-029","Camel Head Reef",-15.2,5.6,0.8,1.2,1.4,1.2,2.5,0.4,1.5,0.2,1.4,0.6,0,1.4,1.4,0.6,0.9,3.3,1.4,0,3,8.1,0.6,5.2,2.9,2.9,1.4,1.4,5.2,3.7,3.9,3.3,2,0.6,3.4,8.5,8.9,1.6,1,8.5,6.8,6.9,2.1,7.4,9.6
"15-030","Swinger Reef",-15.2,5.6,0.8,1.2,1.4,1.2,2.5,0.4,1.5,0.2,1.4,0.6,0,1.4,1.4,0.6,0.9,3.3,1.4,0,3,8.2,0.6,5.2,2.9,2.9,1.5,1.4,5.3,3.7,3.9,3.3,2,0.5,3.4,8.4,9,1.6,1.1,8.4,6.8,6.9,2.1,7.3,9.6
"15-031","Pullen Reefs",-15.3,5.5,0.7,1.2,1.3,1.2,2.6,0.4,1.8,0.4,1.1,0.6,0,1.1,1.5,0.8,1,3.5,1.4,0,3,9,0.5,5.8,3,3.4,1.6,1.4,5.9,3.8,3.8,2.4,1.3,0.5,3.9,7.3,9.5,1.9,1.2,7.8,7.5,7.2,2.3,7,9.9
"15-032","Ribbon No 6 Reef",-15.3,6.6,0.5,1.1,1.3,1.4,2.6,0.4,1.5,0.3,0.9,0.7,0,1.2,1.7,1.3,1.1,3,1.3,0,3,9,0.8,5.4,2.7,3.3,1.7,1.5,6.7,3.9,3.9,2.8,1.5,0.5,4,8.2,9.3,1.7,0.9,8.4,8.1,6.9,2.3,7.6,9.6
"15-033","Lark Reef",-15.3,5.4,0.7,1.3,1.2,1.2,2.7,0.4,1.9,0.5,0.9,0.6,0,0.9,1.6,0.9,1.1,3.6,1.4,0,2.9,9.3,0.5,6.1,3,3.6,1.6,1.4,6.2,3.8,3.8,2.1,1.1,0.5,4.1,6.8,9.7,2,1.2,7.6,7.8,7.3,2.3,6.9,9.9
"15-034","U/N Reef",-15.3,7.3,0.4,0.9,1.3,1.4,2.5,0.4,1.3,0.1,0.9,0.7,0,1.4,1.8,1.6,1.1,2.5,1.3,0,3.1,8.8,1,5,2.5,3.1,1.7,1.6,7,4,4,3.3,1.7,0.6,4,9.1,9,1.5,0.7,8.9,8.4,6.7,2.3,8,9.3
"15-035","U/N Reef",-15.3,5.4,0.7,1.3,1.2,1.2,2.7,0.4,1.9,0.5,0.9,0.6,0,0.9,1.6,0.9,1.1,3.6,1.4,0,2.9,9.3,0.5,6.1,3,3.6,1.6,1.4,6.2,3.8,3.8,2.1,1.1,0.5,4.1,6.8,9.7,2,1.2,7.6,7.8,7.3,2.3,6.9,9.9
"15-036","U/N Reef",-15.3,5.4,0.7,1.3,1.2,1.2,2.7,0.4,1.9,0.5,0.9,0.6,0,0.9,1.6,0.9,1.1,3.6,1.4,0,2.9,9.3,0.5,6.1,3,3.6,1.6,1.4,6.2,3.8,3.8,2.1,1.1,0.5,4.1,6.8,9.7,2,1.2,7.6,7.8,7.3,2.3,6.9,9.9
"15-037","U/N Reef",-15.3,6.9,0.4,1,1.3,1.4,2.6,0.4,1.4,0.2,0.9,0.7,0,1.3,1.7,1.5,1.1,2.8,1.3,0,3.1,8.9,0.9,5.2,2.6,3.2,1.7,1.6,6.8,4,4,3.1,1.6,0.6,4,8.7,9.1,1.6,0.8,8.6,8.3,6.8,2.3,7.8,9.5
"15-038","Ribbon No 5 Reef",-15.4,7.3,0.4,0.9,1.3,1.4,2.5,0.4,1.3,0.1,0.9,0.7,0,1.4,1.8,1.6,1.1,2.5,1.3,0,3.1,8.8,1,5,2.5,3.1,1.7,1.6,7,4,4,3.3,1.7,0.6,4,9.1,9,1.5,0.7,8.9,8.4,6.7,2.3,8,9.3
"15-039","Williamson Reefs",-15.4,5.4,0.7,1.3,1.2,1.2,2.7,0.4,1.9,0.5,0.9,0.6,0,0.9,1.6,0.9,1.1,3.6,1.4,0,2.9,9.3,0.5,6.1,3,3.6,1.6,1.4,6.2,3.8,3.8,2.1,1.1,0.5,4.1,6.8,9.7,2,1.2,7.6,7.8,7.3,2.3,6.9,9.9
"15-040","U/N Reef",-15.4,7.3,0.4,0.9,1.3,1.4,2.5,0.4,1.3,0.1,0.9,0.7,0,1.4,1.8,1.6,1.1,2.5,1.3,0,3.1,8.8,1,5,2.5,3.1,1.7,1.6,7,4,4,3.3,1.7,0.6,4,9.1,9,1.5,0.7,8.9,8.4,6.7,2.3,8,9.3
"15-041","U/N Reef",-15.4,7.3,0.4,0.9,1.3,1.4,2.5,0.4,1.3,0.1,0.9,0.7,0,1.4,1.8,1.6,1.1,2.5,1.3,0,3.1,8.8,1,5,2.5,3.1,1.7,1.6,7,4,4,3.3,1.7,0.6,4,9.1,9,1.5,0.7,8.9,8.4,6.7,2.3,8,9.3
"15-042","U/N Reef",-15.4,7.3,0.4,0.9,1.3,1.4,2.5,0.4,1.3,0.1,0.9,0.7,0,1.4,1.8,1.6,1.1,2.5,1.3,0,3.1,8.8,1,5,2.5,3.1,1.7,1.6,7,4,4,3.3,1.7,0.6,4,9.1,9,1.5,0.7,8.9,8.4,6.7,2.3,8,9.3
"15-043","U/N Reef",-15.4,5.1,1,1.2,1.2,1.2,2.9,0.4,2,0.5,0.8,0.6,0,1.1,1.6,0.8,1.1,3.9,1.4,0,3,9,0.6,5.7,3.2,3.6,1.6,1.3,6,3.7,3.8,1.9,1.1,0.3,4.1,6.2,10.1,2,1.1,6.9,7.4,7.4,2.3,6.8,10.1
"15-044","U/N Reef",-15.4,5.4,0.7,1.3,1.2,1.2,2.7,0.4,1.9,0.5,0.9,0.6,0,0.9,1.6,0.9,1.1,3.6,1.4,0,2.9,9.3,0.5,6.1,3,3.6,1.6,1.4,6.2,3.8,3.8,2.1,1.1,0.5,4.1,6.8,9.7,2,1.2,7.6,7.8,7.3,2.3,6.9,9.9
"15-045","U/N Reef",-15.4,5.4,0.7,1.3,1.2,1.2,2.7,0.4,1.9,0.5,0.9,0.6,0,0.9,1.6,0.9,1.1,3.6,1.4,0,2.9,9.3,0.5,6.1,3,3.6,1.6,1.4,6.2,3.8,3.8,2.1,1.1,0.5,4.1,6.8,9.7,2,1.2,7.6,7.8,7.3,2.3,6.9,9.9
"15-046","Ribbon No 4 Reef",-15.4,7.3,0.4,0.9,1.3,1.4,2.5,0.4,1.3,0.1,0.9,0.7,0,1.4,1.8,1.6,1.1,2.5,1.3,0,3.1,8.8,1,5,2.5,3.1,1.7,1.6,7,4,4,3.3,1.7,0.6,4,9.1,9,1.5,0.7,8.9,8.4,6.7,2.3,8,9.3
"15-047","U/N Reef",-15.5,5.4,0.7,1.3,1.2,1.2,2.7,0.4,1.9,0.5,0.9,0.6,0,0.9,1.6,0.9,1.1,3.6,1.4,0,2.9,9.3,0.5,6.1,3,3.6,1.6,1.4,6.2,3.8,3.8,2.1,1.1,0.5,4.1,6.8,9.7,2,1.2,7.6,7.8,7.3,2.3,6.9,9.9
"15-048","U/N Reef",-15.5,5.4,0.7,1.3,1.2,1.2,2.7,0.4,1.9,0.5,0.9,0.6,0,0.9,1.6,0.9,1.1,3.6,1.4,0,2.9,9.3,0.5,6.1,3,3.6,1.6,1.4,6.2,3.8,3.8,2.1,1.1,0.5,4.1,6.8,9.7,2,1.2,7.6,7.8,7.3,2.3,6.9,9.9
"15-049","U/N Reef",-15.5,5.1,1,1.2,1.2,1.2,2.9,0.4,2,0.5,0.8,0.6,0,1.1,1.6,0.8,1.1,3.9,1.4,0,3.1,8.9,0.6,5.7,3.2,3.6,1.5,1.3,6,3.7,3.8,1.9,1.1,0.3,4.1,6.2,10.1,2,1.1,6.8,7.3,7.4,2.3,6.8,10.1
"15-050","Ribbon No 3 Reef",-15.5,7.4,0.4,0.9,1.3,1.5,2.6,0.4,1.4,0.2,0.9,0.8,0,1.2,1.8,1.8,1.2,2.8,1.4,0,3.2,9.1,1,5.2,2.7,3.2,1.9,1.8,7.3,4.1,4.1,3.3,1.6,0.6,4.2,9,9,1.5,0.7,8.9,8.6,6.9,2.3,8.2,9.6
"15-051","Dawson Reef",-15.5,4.7,0.9,0.7,1.5,1.3,3.8,0.4,2.7,1.3,0.5,1,0,1.4,2.1,2,1.4,5.1,1.8,0,3.4,10.1,0.8,5,4,3.6,1.5,1.9,5.9,3.8,3.8,2.2,1.3,0,5.7,5.1,10.8,2.2,1.2,5.3,8.1,7.6,2.3,7.3,11.2
"15-052","Cowlishaw Reef",-15.5,4.7,0.9,0.7,1.5,1.3,3.8,0.4,2.7,1.3,0.5,1,0,1.4,2.1,2,1.4,5.1,1.8,0,3.4,10.1,0.8,5,4,3.6,1.5,1.9,5.9,3.8,3.8,2.2,1.3,0,5.7,5.1,10.8,2.2,1.2,5.3,8.1,7.6,2.3,7.3,11.2
"15-053","Draper Patch",-15.5,4.7,0.9,0.7,1.5,1.3,3.8,0.4,2.7,1.3,0.5,1,0,1.4,2.1,2,1.4,5.1,1.8,0,3.4,10.1,0.8,5,4,3.6,1.5,1.9,5.9,3.8,3.8,2.2,1.3,0,5.7,5.1,10.8,2.2,1.2,5.3,8.1,7.6,2.3,7.3,11.2
"15-054","Rocky Island Reef",-15.6,4.7,0.9,0.7,1.5,1.3,3.8,0.4,2.7,1.3,0.5,1,0,1.4,2.1,2,1.4,5.1,1.8,0,3.4,10.1,0.8,5,4,3.6,1.5,1.9,5.9,3.8,3.8,2.2,1.3,0,5.7,5.1,10.8,2.2,1.2,5.3,8.1,7.6,2.3,7.3,11.2
"15-055","U/N Reef",-15.6,4.7,0.9,0.7,1.5,1.3,3.8,0.4,2.7,1.3,0.5,1,0,1.4,2.1,2,1.4,5.1,1.8,0,3.4,10.1,0.8,5,4,3.6,1.5,1.9,5.9,3.8,3.8,2.2,1.3,0,5.7,5.1,10.8,2.2,1.2,5.3,8.1,7.6,2.3,7.3,11.2
"15-056","Malcolm Patch",-15.6,4.7,0.9,0.7,1.5,1.3,3.8,0.4,2.7,1.3,0.5,1,0,1.4,2.1,2,1.4,5.1,1.8,0,3.4,10.1,0.8,5,4,3.6,1.5,1.9,5.9,3.8,3.8,2.2,1.3,0,5.7,5.1,10.8,2.2,1.2,5.3,8.1,7.6,2.3,7.3,11.2
"15-057","Bee Reef",-15.6,4.7,0.9,0.7,1.5,1.3,3.8,0.4,2.7,1.3,0.5,1,0,1.4,2.1,2,1.4,5.1,1.8,0,3.4,10.1,0.8,5,4,3.6,1.5,1.9,5.9,3.8,3.8,2.2,1.3,0,5.7,5.1,10.8,2.2,1.2,5.3,8.1,7.6,2.3,7.3,11.2
"15-058","U/N Reef",-15.6,4.7,0.9,0.7,1.5,1.3,3.8,0.4,2.7,1.3,0.5,1,0,1.4,2.1,2,1.4,5.1,1.8,0,3.4,10.1,0.8,5,4,3.6,1.5,1.9,5.9,3.8,3.8,2.2,1.3,0,5.7,5.1,10.8,2.2,1.2,5.3,8.1,7.6,2.3,7.3,11.2
"15-059","U/N Reef",-15.7,4.7,0.9,0.5,1.6,1.2,3.9,0.6,3,1.4,0.5,1,0.1,1.3,2.2,2.2,1.5,5.6,2.3,0,3.4,10.4,0.8,5,4.2,3.6,1.6,2,5.7,3.7,3.7,2.4,1.4,0,5.9,5.3,10.9,2.3,1.4,5.3,8.2,7.8,2.3,7.5,11.4
"15-060","Ottaway Patch",-15.7,4.7,0.9,0.7,1.5,1.3,3.8,0.4,2.7,1.3,0.5,1,0,1.4,2.1,2,1.4,5.1,1.8,0,3.4,10.1,0.8,5,4,3.6,1.5,1.9,5.9,3.8,3.8,2.2,1.3,0,5.7,5.1,10.8,2.2,1.2,5.3,8.1,7.6,2.3,7.3,11.2
